target	id	Arguments	status_account	month_duration	credit_history	purpose	credit_amount	status_savings	years_employment	payment_to_income_ratio	status_and_sex	secondary_obligor	residence_since	collateral	age	other_installment_plans	housing	n_credits	job	n_guarantors	telephone	is_foreign_worker
bad	675		No checking account	21	delay in paying off in the past	business	2580	500 to < 1000 DM	< 1 year	4	male : single	none	2	none	41	bank	own	1	unskilled - resident	2	none	yes
good	676		No checking account	30	critical account/ other credits existing (not at this bank)	radio/television	4530	< 100 DM	4 to < 7 years	4	female : divorced/separated/married	none	4	real estate	26	none	rent	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	677		No checking account	24	critical account/ other credits existing (not at this bank)	furniture/equipment	5150	< 100 DM	>= 7 years	4	male : single	none	4	real estate	33	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	678		Low positive balance	72	existing credits paid back duly till now	radio/television	5595	100 to < 500 DM	1 to < 4 years	2	male : married/widowed	none	2	real estate	24	none	own	1	skilled employee/ official	1	none	yes
good	679		Negative balance	24	existing credits paid back duly till now	radio/television	2384	< 100 DM	>= 7 years	4	male : single	none	4	none	64	bank	rent	1	unskilled - resident	1	none	yes
good	680		No checking account	18	existing credits paid back duly till now	radio/television	1453	< 100 DM	< 1 year	3	female : divorced/separated/married	none	1	none	26	none	own	1	skilled employee/ official	1	none	yes
good	681		No checking account	6	existing credits paid back duly till now	education	1538	< 100 DM	< 1 year	1	female : divorced/separated/married	none	2	savings agreement/life insurance	56	none	own	1	skilled employee/ official	1	none	yes
good	682		No checking account	12	existing credits paid back duly till now	radio/television	2279	unknown/ no savings account	1 to < 4 years	4	male : single	none	4	savings agreement/life insurance	37	none	for free	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	683		No checking account	15	delay in paying off in the past	radio/television	1478	< 100 DM	1 to < 4 years	4	male : married/widowed	none	3	none	33	bank	own	2	skilled employee/ official	1	none	yes
good	684		No checking account	24	critical account/ other credits existing (not at this bank)	radio/television	5103	< 100 DM	< 1 year	3	male : married/widowed	none	3	savings agreement/life insurance	47	none	for free	3	skilled employee/ official	1	yes, registered under the customers name	yes
good	685		Low positive balance	36	delay in paying off in the past	business	9857	100 to < 500 DM	4 to < 7 years	1	male : single	none	3	car	31	none	own	2	unskilled - resident	2	yes, registered under the customers name	yes
good	686		No checking account	60	existing credits paid back duly till now	car (new)	6527	unknown/ no savings account	1 to < 4 years	4	male : single	none	4	savings agreement/life insurance	34	none	for free	1	skilled employee/ official	2	yes, registered under the customers name	yes
good	687		High positive balance	10	critical account/ other credits existing (not at this bank)	radio/television	1347	unknown/ no savings account	4 to < 7 years	4	male : single	none	2	car	27	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	688		Low positive balance	36	delay in paying off in the past	car (new)	2862	100 to < 500 DM	>= 7 years	4	male : single	none	3	savings agreement/life insurance	30	none	for free	1	skilled employee/ official	1	none	yes
good	689		No checking account	9	existing credits paid back duly till now	radio/television	2753	100 to < 500 DM	>= 7 years	3	male : single	co-applicant	4	real estate	35	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	690		Negative balance	12	existing credits paid back duly till now	car (new)	3651	>= 1000 DM	1 to < 4 years	1	male : single	none	3	car	31	none	own	1	skilled employee/ official	2	none	yes
good	691		Negative balance	15	critical account/ other credits existing (not at this bank)	furniture/equipment	975	< 100 DM	1 to < 4 years	2	male : divorced/separated	none	3	car	25	none	own	2	skilled employee/ official	1	none	yes
good	692		Low positive balance	15	existing credits paid back duly till now	repairs	2631	100 to < 500 DM	1 to < 4 years	3	female : divorced/separated/married	none	2	none	25	none	own	1	unskilled - resident	1	none	yes
good	693		Low positive balance	24	existing credits paid back duly till now	radio/television	2896	100 to < 500 DM	< 1 year	2	male : single	none	1	real estate	29	none	own	1	skilled employee/ official	1	none	yes
good	694		Negative balance	6	critical account/ other credits existing (not at this bank)	car (new)	4716	unknown/ no savings account	< 1 year	1	male : single	none	3	none	44	none	own	2	unskilled - resident	2	none	yes
good	695		No checking account	24	existing credits paid back duly till now	radio/television	2284	< 100 DM	4 to < 7 years	4	male : single	none	2	real estate	28	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	696		No checking account	6	existing credits paid back duly till now	car (used)	1236	500 to < 1000 DM	1 to < 4 years	2	male : single	none	4	car	50	none	rent	1	skilled employee/ official	1	none	yes
good	697		Low positive balance	12	existing credits paid back duly till now	radio/television	1103	< 100 DM	4 to < 7 years	4	male : single	guarantor	3	none	29	none	own	2	skilled employee/ official	1	none	no
good	698		No checking account	12	critical account/ other credits existing (not at this bank)	car (new)	926	< 100 DM	unemployed	1	female : divorced/separated/married	none	2	car	38	none	own	1	unemployed/ unskilled - non-resident	1	none	yes
good	699		No checking account	18	critical account/ other credits existing (not at this bank)	radio/television	1800	< 100 DM	1 to < 4 years	4	male : single	none	2	real estate	24	none	own	2	skilled employee/ official	1	none	yes
good	700		High positive balance	15	existing credits paid back duly till now	education	1905	< 100 DM	>= 7 years	4	male : single	none	4	real estate	40	none	rent	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	701		No checking account	12	existing credits paid back duly till now	furniture/equipment	1123	500 to < 1000 DM	1 to < 4 years	4	female : divorced/separated/married	none	4	real estate	29	none	rent	1	unskilled - resident	1	none	yes
bad	702		Negative balance	48	critical account/ other credits existing (not at this bank)	car (used)	6331	< 100 DM	>= 7 years	4	male : single	none	4	savings agreement/life insurance	46	none	for free	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	703		High positive balance	24	existing credits paid back duly till now	radio/television	1377	100 to < 500 DM	>= 7 years	4	female : divorced/separated/married	none	2	savings agreement/life insurance	47	none	for free	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	704		Low positive balance	30	delay in paying off in the past	business	2503	100 to < 500 DM	>= 7 years	4	male : single	none	2	car	41	stores	own	2	skilled employee/ official	1	none	yes
good	705		Low positive balance	27	existing credits paid back duly till now	business	2528	< 100 DM	< 1 year	4	female : divorced/separated/married	none	1	car	32	none	own	1	skilled employee/ official	2	yes, registered under the customers name	yes
good	706		No checking account	15	existing credits paid back duly till now	car (new)	5324	500 to < 1000 DM	>= 7 years	1	female : divorced/separated/married	none	4	savings agreement/life insurance	35	none	for free	1	skilled employee/ official	1	none	yes
bad	707		Low positive balance	48	existing credits paid back duly till now	car (new)	6560	100 to < 500 DM	4 to < 7 years	3	male : single	none	2	car	24	none	own	1	skilled employee/ official	1	none	yes
bad	708		Low positive balance	12	no credits taken/ all credits paid back duly	furniture/equipment	2969	< 100 DM	< 1 year	4	female : divorced/separated/married	none	3	car	25	none	rent	2	skilled employee/ official	1	none	yes
good	709		Low positive balance	9	existing credits paid back duly till now	radio/television	1206	< 100 DM	>= 7 years	4	female : divorced/separated/married	none	4	none	25	none	own	1	skilled employee/ official	1	none	yes
good	710		Low positive balance	9	existing credits paid back duly till now	radio/television	2118	< 100 DM	1 to < 4 years	2	male : single	none	2	none	37	none	own	1	unskilled - resident	2	none	yes
good	711		No checking account	18	critical account/ other credits existing (not at this bank)	radio/television	629	500 to < 1000 DM	>= 7 years	4	male : single	none	3	car	32	bank	own	2	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	712		Negative balance	6	all credits at this bank paid back duly	education	1198	< 100 DM	>= 7 years	4	female : divorced/separated/married	none	4	savings agreement/life insurance	35	none	for free	1	skilled employee/ official	1	none	yes
good	713		No checking account	21	existing credits paid back duly till now	car (used)	2476	unknown/ no savings account	>= 7 years	4	male : single	none	4	none	46	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	714		Negative balance	9	critical account/ other credits existing (not at this bank)	radio/television	1138	< 100 DM	1 to < 4 years	4	male : single	none	4	none	25	none	own	2	unskilled - resident	1	none	yes
bad	715		Low positive balance	60	existing credits paid back duly till now	car (new)	14027	< 100 DM	4 to < 7 years	4	male : single	none	2	savings agreement/life insurance	27	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	716		No checking account	30	critical account/ other credits existing (not at this bank)	car (used)	7596	unknown/ no savings account	>= 7 years	1	male : single	none	4	real estate	63	none	own	2	skilled employee/ official	1	none	yes
good	717		No checking account	30	critical account/ other credits existing (not at this bank)	radio/television	3077	unknown/ no savings account	>= 7 years	3	male : single	none	2	real estate	40	none	own	2	skilled employee/ official	2	yes, registered under the customers name	yes
good	718		No checking account	18	existing credits paid back duly till now	radio/television	1505	< 100 DM	1 to < 4 years	4	male : single	none	2	savings agreement/life insurance	32	none	for free	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	719		High positive balance	24	critical account/ other credits existing (not at this bank)	radio/television	3148	unknown/ no savings account	1 to < 4 years	3	male : single	none	2	real estate	31	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	720		Low positive balance	20	no credits taken/ all credits paid back duly	car (used)	6148	100 to < 500 DM	>= 7 years	3	male : married/widowed	none	4	real estate	31	bank	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
